1646386026332494258,-0.327941894531,0.337585449219,0.252197265625,0.845458984375,-5686.0,-4457.0,5521.0,-73.0,11.0,4.0,
1646386026333108663,-0.331726074219,0.336730957031,0.253112792969,0.844055175781,-5614.0,-4821.0,5547.0,-64.0,11.0,3.0,
1646386026333482265,-0.335144042969,0.335998535156,0.253784179688,0.842834472656,-5540.0,-5146.0,5571.0,-55.0,11.0,3.0,
1646386026346397876,-0.338012695312,0.335327148438,0.254211425781,0.841796875,-5458.0,-5416.0,5582.0,-45.0,11.0,2.0,
1646386026347786188,-0.340393066406,0.334838867188,0.254455566406,0.840942382812,-5366.0,-5622.0,5591.0,-36.0,11.0,2.0,
1646386026348317146,-0.342346191406,0.33447265625,0.254516601562,0.84033203125,-5269.0,-5783.0,5590.0,-27.0,12.0,2.0,
1646386026350733041,-0.343933105469,0.334167480469,0.254333496094,0.83984375,-5170.0,-5910.0,5603.0,-20.0,12.0,0.0,
1646386026355183362,-0.345153808594,0.333862304688,0.253967285156,0.839538574219,-5069.0,-5992.0,5636.0,-14.0,11.0,-1.0,
1646386026359793186,-0.34619140625,0.333618164062,0.253356933594,0.839416503906,-4983.0,-6040.0,5677.0,-8.0,12.0,-3.0,
1646386026364495515,-0.346923828125,0.333435058594,0.252624511719,0.83935546875,-4908.0,-6049.0,5702.0,-4.0,12.0,-5.0,
1646386026369707584,-0.347534179688,0.333251953125,0.251708984375,0.839477539062,-4867.0,-6018.0,5735.0,-1.0,12.0,-7.0,
1646386026373903036,-0.348022460938,0.333129882812,0.250732421875,0.839660644531,-4844.0,-5970.0,5780.0,2.0,11.0,-9.0,
1646386026378628492,-0.348327636719,0.332885742188,0.249633789062,0.839904785156,-4845.0,-5904.0,5814.0,3.0,10.0,-11.0,
1646386026381886720,-0.3486328125,0.332641601562,0.248474121094,0.840209960938,-4855.0,-5830.0,5841.0,4.0,9.0,-13.0,
1646386026390010356,-0.348937988281,0.332275390625,0.247253417969,0.840637207031,-4869.0,-5763.0,5864.0,5.0,8.0,-16.0,
1646386026394616365,-0.349243164062,0.331787109375,0.245849609375,0.841064453125,-4878.0,-5707.0,5875.0,5.0,6.0,-18.0,
1646386026399449586,-0.349609375,0.331115722656,0.244445800781,0.841613769531,-4864.0,-5655.0,5849.0,4.0,4.0,-21.0,
1646386026403941869,-0.350036621094,0.330383300781,0.242858886719,0.842163085938,-4839.0,-5603.0,5825.0,3.0,3.0,-24.0,
1646386026408496141,-0.3505859375,0.329467773438,0.2412109375,0.8427734375,-4805.0,-5553.0,5786.0,3.0,1.0,-26.0,
1646386026411715745,-0.351196289062,0.328369140625,0.239562988281,0.843444824219,-4760.0,-5504.0,5769.0,2.0,0.0,-29.0,
1646386026420202493,-0.351867675781,0.327209472656,0.23779296875,0.844116210938,-4715.0,-5455.0,5764.0,0.0,-2.0,-30.0,
1646386026429198503,-0.3525390625,0.325805664062,0.236083984375,0.844848632812,-4685.0,-5403.0,5771.0,-1.0,-3.0,-32.0,
1646386026432488203,-0.353332519531,0.324401855469,0.234375,0.845520019531,-4652.0,-5347.0,5782.0,-3.0,-5.0,-33.0,
1646386026436657428,-0.354125976562,0.322814941406,0.232727050781,0.846252441406,-4630.0,-5295.0,5801.0,-4.0,-6.0,-33.0,
1646386026441422700,-0.354919433594,0.321228027344,0.231140136719,0.846984863281,-4606.0,-5229.0,5817.0,-5.0,-8.0,-33.0,
1646386026446049451,-0.355712890625,0.319519042969,0.229553222656,0.847717285156,-4589.0,-5160.0,5832.0,-6.0,-9.0,-33.0,
1646386026450751543,-0.356506347656,0.317749023438,0.228088378906,0.848449707031,-4566.0,-5072.0,5856.0,-7.0,-10.0,-33.0,
1646386026455353021,-0.357299804688,0.31591796875,0.226684570312,0.849182128906,-4542.0,-4985.0,5857.0,-8.0,-12.0,-33.0,
1646386026460057973,-0.358093261719,0.314025878906,0.225341796875,0.849853515625,-4512.0,-4911.0,5862.0,-9.0,-13.0,-33.0,
1646386026465308427,-0.358947753906,0.312072753906,0.224060058594,0.8505859375,-4492.0,-4859.0,5849.0,-10.0,-14.0,-33.0,
1646386026469573020,-0.359802246094,0.309997558594,0.222717285156,0.851318359375,-4472.0,-4818.0,5843.0,-10.0,-16.0,-33.0,
1646386026474039316,-0.360656738281,0.307922363281,0.221435546875,0.85205078125,-4470.0,-4786.0,5850.0,-10.0,-17.0,-34.0,
1646386026479243516,-0.361511230469,0.305786132812,0.220153808594,0.852783203125,-4482.0,-4751.0,5842.0,-10.0,-17.0,-34.0,
1646386026483481407,-0.3623046875,0.3037109375,0.218872070312,0.853515625,-4513.0,-4721.0,5827.0,-9.0,-17.0,-34.0,
1646386026486824989,-0.363037109375,0.301696777344,0.217590332031,0.854248046875,-4552.0,-4689.0,5795.0,-9.0,-17.0,-34.0,
1646386026494934320,-0.363830566406,0.299621582031,0.216247558594,0.85498046875,-4593.0,-4663.0,5760.0,-9.0,-17.0,-35.0,
1646386026499820947,-0.364624023438,0.297607421875,0.21484375,0.855712890625,-4624.0,-4643.0,5703.0,-8.0,-17.0,-36.0,
1646386026504090785,-0.365417480469,0.295654296875,0.21337890625,0.8564453125,-4649.0,-4622.0,5630.0,-8.0,-17.0,-37.0,
1646386026507378101,-0.3662109375,0.293701171875,0.211791992188,0.857177734375,-4674.0,-4611.0,5562.0,-7.0,-16.0,-39.0,
1646386026515897750,-0.367065429688,0.291748046875,0.210083007812,0.85791015625,-4695.0,-4614.0,5491.0,-6.0,-15.0,-40.0,
